"s.id","p.id","y","x1","x2","x3","x4","x5","x6","x7"
1,297497,10.2393248332474,9.46815214597838,10.7047922938043,10.5422633676313,9.01451930826874,10.1029858564862,10.2959027932181,9.86175234985123
2,218250,10.467680079256,11.4575650009987,8.87051678411738,9.90395071159811,10.3127727942511,9.71441114813217,11.3248058169125,11.2808612304147
3,808994,11.6068581377096,9.99575636746618,11.6908306992319,11.3127530479940,9.39447323584325,8.88353143075332,10.0095611257665,9.58285405976707
4,352628,9.56504363229168,10.0923795510602,8.95024054394886,8.48787900020748,9.63402067744414,8.14613365618872,9.99382014030861,9.56120316099034
5,371676,9.90493101209168,9.3704405469789,10.9064793102118,11.6281766254807,11.7680056703549,10.6898051394858,10.8428479390184,11.2758714965397
6,342721,9.6472885084865,9.13005445495032,10.2847332215805,10.1064473871479,8.73693765183843,9.83718783208259,10.2969807526467,10.5065735138941
7,936561,11.8271311986974,11.7675658536816,10.9299000683636,8.873446980776,10.1403065996637,9.91027634232175,10.4983304383647,9.95211831769013
8,688596,9.94895330661243,10.8932305863009,9.59000539024975,8.7839417599866,10.5024135944276,10.7985386981012,10.8912805465955,11.4263899733585
9,617893,11.828693761364,12.5893269085247,9.17949721988153,11.1783225592349,10.7160997165373,11.3467846612188,9.80136985091344,9.55771762715766
10,892466,10.0821346877507,9.4357120388974,11.3518578548655,9.80715039618105,10.6446474192287,10.2833872841544,10.4681566447952,10.125852037042
11,583189,11.6978354600710,11.5206795178901,10.8692009555639,9.31726958775913,10.9630813568069,9.2649692132847,9.14721801987115,9.64253558566384
12,884235,9.12057649872671,10.4935236722262,9.17105852459725,7.54326301667623,11.3301581085294,9.54782679014972,10.1402741412728,10.7869940256992
13,247372,10.8543849566827,11.4283934098124,9.73785397385046,11.0668549507167,10.6023605473541,12.1861057897475,10.1398627849122,10.7126118466410
14,845347,11.4660159837273,10.7166805236347,11.3126368266048,10.2147405052803,8.85910861625842,10.5095403696055,8.76555644031788,9.3093530420257
15,584813,9.80546012779727,11.2877959496278,8.9666951095634,8.2476591373321,10.2276376027861,10.5254051165686,11.8636637079170,12.2059786516123
16,331417,9.30400063749868,7.65080504524875,11.1292952307604,10.8720480738944,9.69387751325632,7.66467253240098,7.41427281073767,7.07788029525841
17,420750,9.86894647061781,9.39927389186574,10.3501180982653,9.35693024598687,8.38687778064418,9.6582230878214,9.34554112971519,9.56689366110722
18,848683,8.88251031897981,8.96615274769298,9.47421225280744,10.3467113495956,9.81781459606884,10.1353963854455,11.1243507603193,11.2192471140358
19,432153,10.3613843468373,10.7164971563217,9.66292966178335,10.5704458495753,10.9200206875111,10.2814571692426,11.4773331341339,11.1659608070889
20,628985,10.6319067106255,9.86976026653424,11.0851845642836,10.9832382516349,10.6070061084631,9.27129666774913,9.51988902180731,9.30952721818874
21,402889,10.0175664799216,10.6417541766160,9.68592530337534,9.22150806202898,11.5125469351136,9.34168143590479,9.9835847506534,10.4489600230134
22,545527,9.15422105217533,9.20281837383012,10.1423946026253,9.90258612630357,10.3022449524235,10.5618526830501,10.6501135286145,9.9250024153589
23,651801,10.5307963056678,11.1066950745498,10.402298964058,8.38974123305324,10.6026880993737,11.2104056846953,9.75437307603024,10.4391817673182
24,128116,10.4166964577925,10.5254225783044,9.73465566312381,9.80145562993898,9.76245215664286,10.4778139931344,9.1860186010037,9.25957107161505
25,962372,8.6496949676559,8.56025442830013,10.0688796270683,10.2021790963912,10.6107859543756,10.0234816833818,10.3995995535433,10.3777937720315
26,40027,10.8241929975289,9.47575457090147,10.8005688544078,12.0113317204581,8.82491169464971,9.0310675643137,8.86763020083097,8.24486297499611
27,331741,10.1822875777346,10.0912327688898,9.21550590356735,11.4665810487006,10.0068814887838,9.491895809555,10.4578402837337,10.2514679094184
28,688675,11.4314664381159,11.5652932992483,10.4136140164420,8.90105404830647,11.4498652545843,9.21764415868856,6.98224171221651,6.89965163399888
29,185088,9.37868254104983,10.4026153174159,8.97435938637452,9.03918015123453,10.4654374156602,11.0679105087225,9.74401218872345,9.56626801168421
30,149812,10.6913386420852,10.6016989588629,10.3970108183498,11.5374090105796,10.5028274492935,11.1428691529097,12.4439657600130,12.400658148854
31,448176,9.98534942693504,9.46246672078785,11.5277695878305,9.98446030857358,11.6592893430321,10.7039746816715,12.1076221027639,11.7487457312059
32,260936,9.96872997291829,9.8943170530245,10.1110772004417,9.6949600232855,9.9685770543437,10.5494742531053,8.53862901092664,8.79991546238043
33,91951,11.4598114238673,12.2225384648284,10.0212188213886,8.47375798849193,10.6990427160839,9.59375061006033,10.3548566658396,10.5995974693918
34,894025,9.90352753189413,8.97141733703288,10.7278092754753,11.8979638193463,10.6938076892289,9.60057843306442,9.65349789207914,9.92441810001384
35,373101,11.1687837407490,11.1178035732364,11.3431575818670,7.9837076965303,8.70030485778338,10.8727153370231,9.51323000388522,10.4713919776263
36,305071,9.38162325283956,10.3477276210145,9.27402834265483,8.99761316473985,11.4700871274904,8.68662362140414,12.6335161678703,11.5888213326891
37,179629,11.0037527437820,9.90474182791303,11.6968208810546,10.6685191864810,10.2832296988533,9.79043667680205,9.64797564405832,10.0633222630469
38,300820,9.90625978704891,10.8805752943912,8.14725993563556,10.0904152609228,9.8144856639043,9.4722683933659,10.0264313780875,9.48438620228048
39,103049,9.36474245400071,10.6927580514891,7.62563212645897,10.1362770869751,10.4089583842771,9.1362514337535,10.1713314556040,9.95674681649444
40,915820,9.7899087320637,9.63750187319016,10.349249146469,9.53771107088674,9.50690924469184,10.3128565682205,10.4326357830428,10.9559126657656
41,953096,8.79423565402055,9.53528006135838,9.1632487789586,9.78240928546844,11.0338133591888,11.1094093396945,9.8907488396704,9.15381224261667
42,446925,9.67816660922289,9.81067310550976,8.85601840123481,10.4203010981985,8.89059832081468,8.88219209598625,9.17333160432686,9.11413660322079
43,233823,7.88455558890817,9.40056858631068,6.60687241108197,9.84325926206951,7.81749460009246,10.8240465867648,9.9137895866575,10.1275276222282
44,323472,9.13593184046615,9.13411323350668,9.78158984428378,10.1680672652263,10.624287784317,10.1854695471352,11.2335874363881,11.1815030172461
45,675515,10.0592901818184,10.0208526679762,10.1886078626909,9.90599961766863,9.34545820788099,10.3562316747016,12.6023456506442,12.2571834687015
46,558965,10.8448837287362,10.3460926209170,10.0663290226711,10.6138256002532,10.4527268453454,8.2221068145589,8.81352166990301,8.84733099350815
47,291438,10.6124475914931,11.3829361395621,9.7987063080308,9.5040896532514,8.96134093444187,12.0276221432226,10.6210806800760,11.1822941479546
48,441567,10.9130031587569,10.8200326749966,10.6360293618034,10.6890829172585,10.5858935013863,10.5944463605871,10.2703188046969,10.1636135761386
49,33985,10.2422689434826,9.20101201645661,11.9967757536446,9.15623866526764,9.94306272910851,9.60957283908277,10.7994597971398,10.7379973923103
50,729983,10.8367948136740,10.2945373414842,10.9055761035332,9.9234762928821,8.30927484380842,10.3163930068642,10.5159889550023,11.2343643299460
51,183190,9.53257629316825,9.80339067286632,9.89886255559007,9.5911289436981,9.51077095223342,11.1790126412471,10.5272205045316,11.1498560523288
52,767464,9.1710705633586,8.79869434235302,9.75153310350163,10.1224470804325,9.71388544281516,8.81661976065486,9.67689337440539,9.02511837864504
53,144760,10.7534083920956,10.5848560911162,11.0207124457948,11.1885277516985,12.2946433596824,11.2552453896510,12.8318419299588,11.7431934581775
54,704173,11.0216333466531,10.5555486129732,11.1915031513453,11.2713033092830,10.5805880358886,11.4756198716567,10.9038038456760,10.9294448480092
55,679179,11.0313783973798,10.4947685266350,11.1583538659518,10.4547562351648,10.8929519580310,9.89062300489096,8.58467288506642,9.00499949708998
56,382746,9.84714449586973,10.8253805213599,8.31602461959272,10.0485724710336,10.0867090691355,10.1108817214812,11.50342525251,11.0617840388712
57,302919,9.51479341510179,9.00782156813162,10.0470522958092,10.1066048127641,9.81352535500318,8.76255843465703,9.77149835309378,8.5965269413767
58,594967,10.6256449415993,9.79617904300537,11.2550299791948,10.734684096859,9.16633779174374,10.7366461914559,9.27367810571018,9.89752975750303
59,702793,10.2909374155009,9.83200073232407,11.2961342643190,8.98682623557174,9.72100827805492,10.5419974795160,9.59885894027614,10.7276820680712
60,974842,8.86190070872165,9.50919771563652,8.16356143504339,11.6873999996855,9.51114302265978,10.9280314407556,10.0986609168173,10.4300113684178
61,755316,11.5933714842197,10.4024183172275,12.0232730813908,10.1537497115949,9.9529106300481,9.70783728603808,8.4226141432802,7.54841221294662
62,275564,9.17841291949808,9.72509989196317,8.89584875485172,10.6504465783889,10.3538551888445,10.0397081634119,9.09889981163951,9.63529405830025
63,474705,8.96576725492245,9.69896530451307,9.17300227181775,9.0673309540203,9.70598806287535,10.2581141625409,9.47023436443494,10.0234254515127
64,158827,9.46061773951316,9.12068728449357,9.22396083959153,11.4288905361489,9.46162549723136,9.16521934874833,10.9396169531260,9.50942566044534
65,225003,11.6992409227989,12.3084887357612,10.0089634910335,9.33175863890168,10.6107767435824,10.2614471095984,10.0634138016176,10.9693642721222
66,978778,10.8702844362320,11.0391565309857,10.2611716522410,9.71692964109652,9.6083445156183,10.2590350375845,11.1835285425684,11.4700728696393
67,345114,10.3568871442871,10.3335658675871,10.2637261731937,10.352163794109,10.5906088462432,10.9524743832308,10.9811251477279,11.1395169385545
68,331464,10.7199638410394,11.1550851571172,10.1221696704975,10.3103174731485,11.4647294229722,11.0953668205804,9.87494504262965,9.76488893631389
69,60028,9.22996045562122,9.53734556355576,9.01736071251221,10.1856031489933,9.85589769268725,10.1505327194569,9.57289207771703,9.34695698841782
70,346826,12.0192220547366,10.9881008364499,11.2843903888565,11.9299431415719,10.0680404471979,9.83098056843205,11.1034227787139,10.8191001203269
71,376464,9.7437821336431,10.4590715391963,8.22632019337557,10.489265960381,10.2908620782217,8.13217275300056,10.4505580891389,9.53427002767324
72,889119,9.42073337338984,9.75435539190187,8.72738235783222,11.4863140812857,10.7850356018091,9.96898135437541,9.68537753106255,9.02264461368188
73,471537,11.2197451559721,11.6316336648662,10.3879889912706,9.24027230667288,9.19176962351706,12.0340925249260,10.0701815975996,10.9059961670924
74,701368,9.42073995627483,8.76149474755783,10.4064165596469,10.3295040265725,10.4533243251474,8.87862155883437,8.15716472622648,8.49919327818814
75,91061,10.1024202473351,10.1691700047624,9.32033029161935,11.8275990713580,10.6167470379628,9.56907976354207,11.2002487974540,10.4498405147392
76,876968,10.5950301890433,10.7081928187875,10.1015344555899,9.27688313361553,8.94344502553974,11.1187299120893,10.4174893567634,10.1399951058684
77,938896,9.30105904261687,9.07483347475955,9.78370359026058,9.55100465125343,9.88217484999299,9.33082177494436,9.26191233742599,9.5440538464420
78,672091,8.22952471593031,8.52282111896503,9.09587072958096,9.42800042841855,8.8974372964392,9.73991763024333,10.0347513443855,10.7688946113625
79,760473,9.81472871737676,10.1103054228060,10.3418361926063,8.9554153490912,11.3934300010407,9.9306939204406,9.86560489658651,10.0616174954039
80,772694,10.3483260458665,10.0501849565047,11.2317203859699,9.80612871829076,12.3293387525798,10.1078744939536,8.74001889550766,8.98492476976692
81,643786,10.7054144209615,10.6864075281147,10.7143691448069,7.89986375986808,10.1945029944118,8.69450987362937,9.71519361866558,9.74586368519378
82,323282,7.9085598788928,8.64213039740881,9.05113911789371,8.6105877262998,10.8515690318268,8.98215676897238,9.54499983872655,9.49414257591454
83,657369,7.76977430519341,8.83351684397147,8.87895602959689,8.47342605414726,11.5572825284148,9.20928704230554,9.61325546864755,10.3741095834524
